,description,user_id,screen_name,friends_count,text,created_at,verified,tweet_id,followers_count,location,statuses_count,following,favourites_count,retweet_count,listed_count,date_of_tweet
3642,• @RickyPDillon followed on 12/14/14•,186898934,Bethanyy_Mariee,1290,The Fine Brothers are losing so many subscribers by the second. I wonder if they will REACT to that. #FineBrosNotSoFine,Sat Sep 04 18:16:14 +0000 2010,False,694307066106740736,828,New York,8948,1290,389,0,9,Mon Feb 01 23:51:18 +0000 2016
3643,"Creative guy & author working on #digitalkid entertainment, #edtech, digital strategy, content & social media  @immersiveyouth. Formerly Disney, Y! & Facebook",6505892,derekeb,3741,RT @thatswattsup: What's upsetting the community on YouTube right now from the Fine Brothers is incredibly interesting. Learn more: https:/…,Fri Jun 01 17:29:42 +0000 2007,False,694307048608047104,4070,SF | L.A via Laguna Beach,41633,3741,17966,1,425,Mon Feb 01 23:51:14 +0000 2016
3644,Heyy im Rasputin i play many games now a Smite Central Writer,3350213325,Rassputin123,423,"RT @BeccaLipman: If BBC says it's news, it's officially news. Fine Brothers spark fury with YouTube trademark attempt https://t.co/FFHfMEuG…",Mon Jun 29 03:22:26 +0000 2015,False,694307006853812224,84,,653,423,231,24,0,Mon Feb 01 23:51:04 +0000 2016
3645,A person who spends most of his time playing video games.,842049331,MLJowitt,490,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Sun Sep 23 16:58:18 +0000 2012,False,694307005994045444,51,"Huddersfield, UK ",620,490,1050,44,1,Mon Feb 01 23:51:04 +0000 2016
3646,"I play alot of Video Games, more than the Average Gamer. I play any Video Game that Interest me, mostly Fighting Games...",50599283,Truegam3r,119,"I'm still hanging on to my sub of @thefinebros, but I don't like how everything was handled by them, so we'll see... https://t.co/wRJ0jnOA51",Thu Jun 25 09:22:20 +0000 2009,False,694306954865352705,64,"in a house, Safe from danger",998,119,615,0,2,Mon Feb 01 23:50:52 +0000 2016
3647,Just a gamer living life. Currently studying Computer Science at the University of Michigan.,3184462936,GLTheGameMaster,96,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Sun Apr 19 19:49:54 +0000 2015,False,694306940806152192,28,"Michigan, USA",558,96,1196,44,1,Mon Feb 01 23:50:48 +0000 2016
3648,Cyberactivismo. Contra ladrones de cuello y corbata Políticos. Infórmese: participe. #Anonymous #PoliticsLeak #Hacking #Infosec #WhiteHat #BlackHat #Geek #Meme,355955700,anonchileno,1105,"The internet reacts to The Fine Brothers' ""react"" trademark, and it's not happy https://t.co/U1WgRRG3J2 @thefinebros https://t.co/PdrKTpMYl0",Tue Aug 16 04:00:49 +0000 2011,False,694306936611799040,5313,CL,7478,1105,3105,2,62,Mon Feb 01 23:50:47 +0000 2016
3649,,629719278,icrys1s,1799,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Sat Jul 07 20:54:57 +0000 2012,False,694306904496062465,703,Asgard,6714,1799,22794,44,4,Mon Feb 01 23:50:40 +0000 2016
3650,"Funny Videos, Memes & Pictures",2692759280,funnyclone,0,Funny Pictures: Fine Brothers Subscriber Holocaust. https://t.co/nHXXkQCozC https://t.co/7Z9B4F6o5c,Wed Jul 30 12:21:37 +0000 2014,False,694306772635398144,263,,75880,0,0,0,141,Mon Feb 01 23:50:08 +0000 2016
3651,,2955214554,superbananaman3,2,I liked a @YouTube video from @itsdanbull https://t.co/6YmsPYNQUt RAPPER REACTS TO THE FINE BROTHERS | Dan Bull,Thu Jan 01 20:28:36 +0000 2015,False,694306757615624193,2,,463,2,0,0,0,Mon Feb 01 23:50:05 +0000 2016
3652,"En ville, tu fais la loi. Ici, c’est moi. Alors fais pas chier. Fais pas chier ou je te ferai une guerre comme t’en as jamais vue.
  ~Rambo, John J. Rambo.~",1612982678,theorousseau51,236,RT @GiveMeInternet: /pol/ on fine brothers https://t.co/yw6zZee32Z,Mon Jul 22 14:43:20 +0000 2013,False,694306756281929728,26,,927,236,51,86,1,Mon Feb 01 23:50:04 +0000 2016
3653,"I'm Canadian, and a gamer grill! I have a youtube channel and stuff too :D",190793462,Gabysaurus,54,The Fine Brothers Subscriber Count! [!requestsong]: https://t.co/QqZg9JpUCU,Tue Sep 14 21:16:09 +0000 2010,False,694306696760467457,506,Canada,3047,54,176,0,0,Mon Feb 01 23:49:50 +0000 2016
3654,who the hell do you think i am,589465899,GingerTownUSA,133,this is the funniest shit ever https://t.co/D804TxwUD4,Thu May 24 20:04:53 +0000 2012,False,694306593748332545,82,the void,1742,133,3890,1,0,Mon Feb 01 23:49:26 +0000 2016
3655,"HAVE BEEN KNOWN TO GET JIGGY WITH IT., AND IM ROLLIN ON 28' DUBS. ILYG I have MS I won't let it have me anymore",14744173,Heady1313,1499,I liked a @YouTube video from @leonardjfrench https://t.co/MtoJvZQPXu Copyright attorney reacts to The Fine Brothers trademark,Mon May 12 14:03:43 +0000 2008,False,694306593618411520,1172, PANAMÀ ~ DALLAS,33512,1499,2294,0,34,Mon Feb 01 23:49:26 +0000 2016
3656,Dumb Geek with a decent if shallow heart with few moments of brilliance.,341288752,MasterOfLag,148,I liked a @YouTube video from @itsdanbull https://t.co/SDzqrQAvTp RAPPER REACTS TO THE FINE BROTHERS | Dan Bull,Sun Jul 24 03:50:44 +0000 2011,False,694306593119309824,24,,18837,148,716,0,1,Mon Feb 01 23:49:26 +0000 2016
3657,STAR CITIZEN BACKER / PIZZA ARTIST / DRUMMER / GAMER /,528799237,MilesKG21,392,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Sun Mar 18 19:58:22 +0000 2012,False,694306588090216448,128,"Cove,Oregon",6294,392,7873,44,7,Mon Feb 01 23:49:24 +0000 2016
3658,,359694685,Azure_Haseo23,105,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Mon Aug 22 01:09:50 +0000 2011,False,694306569887051776,12,,503,105,68,44,0,Mon Feb 01 23:49:20 +0000 2016
3659,I'm the kind of guy that tells you to say hello to your mother for me |  Live Monday-Thursday: http://t.co/qURbCaWYnK | Proud member of @KBMODgaming,385124212,BOSSJEDIZOHAN,182,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Tue Oct 04 22:40:01 +0000 2011,False,694306483400478720,417,USA,54646,182,2933,44,36,Mon Feb 01 23:48:59 +0000 2016
3660,Youtubers | Two generations of gamers! A father and daughter duo playing a variety of games from Minecraft to retro games and MORE!,3183165981,TewGenGamers,289,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Sun Apr 19 13:54:23 +0000 2015,False,694306456020058113,217,,1827,289,1388,44,4,Mon Feb 01 23:48:53 +0000 2016
3661,,547181552,BlackTiger728,151,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Fri Apr 06 23:53:22 +0000 2012,False,694306441021095938,41,,3057,151,291,44,3,Mon Feb 01 23:48:49 +0000 2016
3662,I'd rather be a lion for a day than a lamb that lives forever.,4021298601,TheMcNubbins,36,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Fri Oct 23 03:13:23 +0000 2015,False,694306439851044869,21,A pile of snow.,358,36,61,44,0,Mon Feb 01 23:48:49 +0000 2016
3663,somehow fc barcelona is saving my life,313381465,messicre_,672,"talking about youtube, the fine brothers have fricked up big time. it’s sad that it came out of a channel that i liked so much",Wed Jun 08 15:31:37 +0000 2011,False,694306349086281728,424,youtube,33283,672,9339,0,8,Mon Feb 01 23:48:27 +0000 2016
3664,(╯°□°)╯︵ ┻━┻ .......┬─┬ノ( º _ ºノ)sry,2540215246,FusionRecovery,165,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Sun May 11 02:58:07 +0000 2014,False,694306296829333504,200,,10875,165,1239,44,2,Mon Feb 01 23:48:15 +0000 2016
3665,Whovian.,314757593,FiftyHydra,137,I liked a @YouTube video from @jaltoid https://t.co/X8qWBs5aof Open Letter to Fine Brothers Entertainment. Why we Stopped Emailing,Fri Jun 10 19:18:50 +0000 2011,False,694306296745594881,29,,1183,137,15,0,0,Mon Feb 01 23:48:15 +0000 2016
3666,"It's not who I am underneath, but what I do that defines me",1154884627,Biggy4891,753,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Wed Feb 06 19:31:17 +0000 2013,False,694306251283513344,487,,9563,753,3868,44,4,Mon Feb 01 23:48:04 +0000 2016
3667,"If you love life, don't waste time, for time is what life is made up of - Bruce Lee",2259090108,FaZzyTheGod,216,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Mon Dec 23 15:50:20 +0000 2013,False,694306247986708480,218,,10162,216,456,44,3,Mon Feb 01 23:48:03 +0000 2016
3668,hey hey samurai fart (im ishidasui @ tubler),519335816,gintoki_nut,72,ive been staring at that fine brothers live follow counter for like 5 minutes now thi s is so..fascinating....,Fri Mar 09 09:26:19 +0000 2012,False,694306233738772481,81,,16943,72,9516,0,0,Mon Feb 01 23:48:00 +0000 2016
3669,-Gryffindork-I run a shitty Tumblr that matches my shitty Twitter-,4709073119,maybejustalot,87,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Mon Jan 04 22:52:39 +0000 2016,False,694306169784045569,17,,534,87,1925,44,1,Mon Feb 01 23:47:45 +0000 2016
3670,human centipede of left wing politics and shite makeup,557175722,ethlouis,711,"RT @amazingatheist: The Fine Brothers invented reacting to things, y'all. That's they're copyright. No one reacted to shit before they came…",Wed Apr 18 20:07:08 +0000 2012,False,694306145087950848,1584,,13397,711,4493,55,8,Mon Feb 01 23:47:39 +0000 2016
3671,"A Roman Catholic,Wrestling Fan and A Gaming Enthusiast, Oh And I'm A Huge Soccer (football) Fan,I'm Also Mexican!",278245373,CristianNXT,419,RAPPER REACTS TO THE FINE BROTHERS | Dan Bull https://t.co/L1SrcYrvel,Wed Apr 06 22:19:43 +0000 2011,False,694306124540047360,88,"North Carolina, USA",10650,419,782,0,5,Mon Feb 01 23:47:34 +0000 2016
3672,Twitch Live Streamer & Game Reviewer. http://t.co/hZz7VfwaVO    Business Email: dansgaming@gmail.com,122439303,Dansgaming,847,I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Fri Mar 12 18:22:28 +0000 2010,False,694306037751377920,61183,United States,31734,847,1480,44,465,Mon Feb 01 23:47:13 +0000 2016
3673,"Joseph Mark Trohman (born September 1, 1984) is an American musician, songwriter, composer, singer, and record producer. He is best known as the lead guitar pla",3242860834,InfinityOn_Joe,3046,@Onision you should roast the fine brothers for all this 'copyrighting' react videos. Theres even a live sub count https://t.co/imxV6snFyE,Sat May 09 02:08:46 +0000 2015,False,694305937763495936,1552,Angel,12800,3046,15657,0,5,Mon Feb 01 23:46:49 +0000 2016
3674,"Uncle to 4, can't live without music, films are my life, wrestling is my guilty pleasure, Marvel fan and cannot resist anything to do with The Hunger Games",268526187,BJamesChandler,594,"LOL The Fine Brothers are now under 14 million subscribers, their money and hard work is slowly fading away.",Fri Mar 18 23:37:18 +0000 2011,False,694305842112417793,149,London,4374,594,3186,0,5,Mon Feb 01 23:46:26 +0000 2016
3675,"handsome guy who plays games for all of you lovely people. 
 
psn: thechrisullrich 
xbox gt: thechrisullrich https://t.co/zQCHJH67Ns",39148348,thechrisullrich,886,Fine brothers trying to copyright react opinion: https://t.co/3xDN1heMHz via @YouTube,Mon May 11 00:42:49 +0000 2009,False,694305778438643716,169,Hudson New York,1432,886,11,0,1,Mon Feb 01 23:46:11 +0000 2016
3676,when im dead just throw me in the trash,2784716033,Seinfelds_List,182,Fine brothers? More like not fine brothers? Boom. Roasted,Fri Sep 26 01:07:36 +0000 2014,False,694305754325598210,250,nj aka hell,17230,182,14178,0,7,Mon Feb 01 23:46:06 +0000 2016
3677,I'm a gooey boy!,28489239,natekushner,412,"What do I think of those brothers who do react videos? Meh, they're Fine.",Fri Apr 03 03:11:47 +0000 2009,False,694305728371228672,458,Brooklyn,3524,412,1585,0,20,Mon Feb 01 23:45:59 +0000 2016
3678,,107810378,TheUchihaSage,559,BBC News - Fine Brothers spark fury with YouTube trademark attempt https://t.co/s9e1qSJPYV,Sat Jan 23 20:37:55 +0000 2010,False,694305676030525444,33,,833,559,323,0,0,Mon Feb 01 23:45:47 +0000 2016
3679,,614324236,PatrickFisk,145,RAPPER REACTS TO THE FINE BROTHERS | Dan Bull https://t.co/WiuIo6eoTX via @YouTube,Thu Jun 21 13:35:40 +0000 2012,False,694305643986079752,45,,4736,145,76,0,33,Mon Feb 01 23:45:39 +0000 2016
3680,VainGlory IGN:FearAI Sup Main wattpad:AleuzEu YouTube:Aleuzia Iravi LobiPlay:KFirebore23 SEAvainglory:SEAleuzia[One of the best NA supports] I can ASC anyone!!,2448068509,KFirebore23,723,"Noble Reacts to Fine Brothers ""Reaction"" Trademark F*CK UP https://t.co/023XRyK6ZG",Wed Apr 16 21:21:31 +0000 2014,False,694305639665786880,388,World Core,1229,723,119,0,2,Mon Feb 01 23:45:38 +0000 2016
3681,Instagram: xxjaneexx,66605745,xXJannneXx,130,"@TheEllenShow Hi Ellen, was wondering what are your thoughts on The Fine Brothers and their whole 'React World' concept?",Tue Aug 18 05:26:34 +0000 2009,False,694305548821397504,38,Singapore,1959,130,279,0,2,Mon Feb 01 23:45:17 +0000 2016
3682,Suspended chords are psychedelic.,17610925,NBWmusic,261,"Well, the @thefinebros aren't doing so fine, are they?",Tue Nov 25 03:37:25 +0000 2008,False,694305536074981378,282,"Nashville, TN",1512,261,74,0,15,Mon Feb 01 23:45:14 +0000 2016
3683,I'm 18 u fkin scrub!!! Im also the only youtuber that doesn't send dick picks to kids.   *[My Youtube]* https://t.co/0Rg1gle5T2…,348832787,jmarianos,426,I liked a @YouTube video from @jaltoid https://t.co/S4H0ITcEGB Open Letter to Fine Brothers Entertainment. Why we Stopped Emailing,Fri Aug 05 02:26:35 +0000 2011,False,694305505376886784,109,"Jacobus,PA",2406,426,347,0,6,Mon Feb 01 23:45:06 +0000 2016
3684,"I'm 22 and yet, Bangtan were still able to steal my heart...",65715155,GrayLifeZone,235,I just got the news about assholes fine brothers... ugly... that is what we call 'Greediness' girls and boys... that is why it is a sin...,Fri Aug 14 19:35:36 +0000 2009,False,694305447256461312,80,,5138,235,1099,0,2,Mon Feb 01 23:44:52 +0000 2016
3685,"A anime, manga, and video game otaku who also loves the Sci-Fi sereis Doctor Whoalso My Little Pony: Friendship is Magic making me a brony as well.",402161614,ShimohiHikagami,24,I liked a @YouTube video https://t.co/gPFjjuz0Ug MUD2MMO Reacts to the Fine Brothers Trademark Videos,Mon Oct 31 17:00:04 +0000 2011,False,694305413567811584,29,,13775,24,8,0,8,Mon Feb 01 23:44:44 +0000 2016
3686,,3068761399,venturian55,57,"I liked a @YouTube video from @lost_pause_ https://t.co/n34pR3vXh8 Noble Reacts to Fine Brothers ""Reaction"" Trademark F*CK UP",Sun Mar 08 21:37:03 +0000 2015,False,694305361986220032,21,,1542,57,0,0,1,Mon Feb 01 23:44:32 +0000 2016
3687,,2752131538,Diagonchloe,168,"RT @itsDanBull: Regarding the Fine Brothers, this looks pretty damning. Ellen showed some old stuff to kids and Fine Bros did this: https:/…",Tue Aug 26 23:18:27 +0000 2014,False,694305325600653312,35,,723,168,2029,1100,1,Mon Feb 01 23:44:23 +0000 2016
3688,by Gamers for Gamers. HellYeahhh!,401520505,a7xkillera7x,112,"Gostei de um vídeo @YouTube de @lost_pause_ https://t.co/tybDO5Pw05 Noble Reacts to Fine Brothers ""Reaction"" Trademark F*CK UP",Sun Oct 30 17:31:52 +0000 2011,False,694305264204406789,60,São Paulo/Brazil,9507,112,29,0,3,Mon Feb 01 23:44:09 +0000 2016
3689,"I'm a YouTuber who likes to laugh, play video games and spend most of my time on my gaming PC doing things for my gaming YouTube channel called Quackerkit.",2577721952,Quackerkit,378,Fine Bros subscriber count going down LIVE: https://t.co/Owpl8blWQl What's happened to @thefinebros,Fri Jun 20 00:27:08 +0000 2014,False,694305131454660608,274,"Florida, USA",3741,378,376,0,3,Mon Feb 01 23:43:37 +0000 2016
3690,"You ain't leadin' but two things, right now: Jack and shit... and Jack left town.",1406974441,iAmPimmiCue,154,I liked a @YouTube video from @itsdanbull https://t.co/Bdize2IFLJ RAPPER REACTS TO THE FINE BROTHERS | Dan Bull,Mon May 06 06:30:12 +0000 2013,False,694305052849238018,185,,13752,154,298,0,1,Mon Feb 01 23:43:18 +0000 2016
3691,"Game Critic | Streamer | Entertainer | 8k 
Strong #TEAMGREEN FOR LIFE! Business Email MrAbelGreen@gmail.com | https://t.co/Jq88Sn5twS",341646631,MrAbelGreen,231,I liked a @YouTube video from @mrabelgreen https://t.co/pVDHvJZBjO THE WHATEVER SHOW EP.17 | FINE BROTHERS REACTIONS | TWS Q&amp;A,Sun Jul 24 18:30:34 +0000 2011,False,694305024634195973,3298,"LongIsland, NY",24435,231,13278,1,21,Mon Feb 01 23:43:12 +0000 2016
3692,I am a YouTube/Dailymotion content creator I do video game walkthroughs and vlogs.also  https://t.co/3OEMsb3EaK   https://t.co/hh8515qllT streamer.,3969348377,Thorny_Games,731,I liked a @YouTube video https://t.co/mVmQXcYP6j Merlin Reacts to The Fine Brothers,Fri Oct 16 03:56:08 +0000 2015,False,694304973757267968,315,"North Carolina, USA",933,731,123,0,2,Mon Feb 01 23:42:59 +0000 2016
3693,"Gamer, Otaku and lover of Japanese and English Culture.  Also interested in Geology and Meteorology specifically Severe Weather.",65924444,HazakiMoon,626,"RT @BeccaLipman: If BBC says it's news, it's officially news. Fine Brothers spark fury with YouTube trademark attempt https://t.co/FFHfMEuG…",Sat Aug 15 16:02:46 +0000 2009,False,694304960679292928,359,Nanticoke,4279,626,51,24,9,Mon Feb 01 23:42:56 +0000 2016
3694,short girl with a big personality,257280438,wavvyjourni,848,I liked a @YouTube video from @itsdanbull https://t.co/yVBiffy5jc RAPPER REACTS TO THE FINE BROTHERS | Dan Bull,Fri Feb 25 02:57:34 +0000 2011,False,694304780211089408,396,"New York, NY",3534,848,274,0,1,Mon Feb 01 23:42:13 +0000 2016
3695,"let me just say, from the bottom of my heart, my bad.",1431739272,spikejonzing,333,"the fine brothers lost 170,000 followers after they announced that trademark bullshit lmfaooooo",Wed May 15 23:55:48 +0000 2013,False,694304655514451969,655,,5296,333,4492,0,8,Mon Feb 01 23:41:44 +0000 2016
